,Wavelength,all_lambda,lambda_lt_6500,lambda_features,lambda_3500_8000
499,5201.9530291812625,1.0,1.0,1.0,1.0
500,5207.65947866771,1.0,1.0,1.0,1.0
501,5213.372188027244,1.0,1.0,1.0,1.0
502,5219.091164126824,1.0,1.0,1.0,1.0
503,5224.816413840962,1.0,1.0,1.0,1.0
504,5230.54794405169,1.0,1.0,1.0,1.0
505,5236.285761648613,1.0,1.0,1.0,1.0
506,5242.029873528868,1.0,1.0,1.0,1.0
507,5247.7802865971835,1.0,1.0,1.0,1.0
508,5253.537007765839,1.0,1.0,1.0,1.0
509,5259.300043954719,1.0,1.0,1.0,1.0
510,5265.069402091276,1.0,1.0,1.0,1.0
511,5270.845089110585,1.0,1.0,1.0,1.0
512,5276.627111955308,1.0,1.0,1.0,1.0
513,5282.41547757574,1.0,1.0,1.0,1.0
514,5288.210192929784,1.0,1.0,1.0,1.0
515,5294.011264982994,1.0,1.0,1.0,1.0
516,5299.818700708545,1.0,1.0,1.0,1.0
517,5305.632507087284,1.0,1.0,1.0,1.0
518,5311.45269110769,1.0,1.0,0.8952303212592543,1.0
519,5317.2792597659345,1.0,1.0,0.39664770697256846,1.0
520,5323.11222006584,1.0,1.0,0.0,1.0
521,5328.951579018933,1.0,1.0,0.0,1.0
522,5334.797343644414,1.0,1.0,0.0,1.0
523,5340.6495209691975,1.0,1.0,0.0,1.0
524,5346.508118027892,1.0,1.0,0.0,1.0
525,5352.373141862841,1.0,1.0,0.0,1.0
526,5358.244599524092,1.0,1.0,0.09471827151891324,1.0
527,5364.12249806945,1.0,1.0,0.5932898595916085,1.0
528,5370.006844564436,1.0,1.0,1.0,1.0
529,5375.897646082349,1.0,1.0,1.0,1.0
530,5381.794909704221,1.0,1.0,1.0,1.0
531,5387.698642518876,1.0,1.0,1.0,1.0
532,5393.608851622893,1.0,1.0,1.0,1.0
533,5399.525544120655,1.0,1.0,1.0,1.0
534,5405.448727124324,1.0,1.0,1.0,1.0
535,5411.378407753865,1.0,1.0,1.0,1.0
536,5417.314593137061,1.0,1.0,1.0,1.0
537,5423.257290409517,1.0,1.0,1.0,1.0
538,5429.206506714652,1.0,1.0,1.0,1.0
539,5435.162249203725,1.0,1.0,1.0,1.0
540,5441.124525035848,1.0,1.0,1.0,1.0
541,5447.093341377987,1.0,1.0,1.0,1.0
542,5453.068705404958,1.0,1.0,1.0,1.0
543,5459.05062429945,1.0,1.0,1.0,1.0
544,5465.039105252041,1.0,1.0,1.0,1.0
545,5471.034155461195,1.0,1.0,1.0,1.0
546,5477.035782133266,1.0,1.0,1.0,1.0
547,5483.0439924825105,1.0,1.0,1.0,1.0
548,5489.058793731108,1.0,1.0,1.0,1.0
549,5495.0801931091655,1.0,1.0,1.0,1.0
550,5501.108197854705,1.0,1.0,0.9354346164381323,1.0
551,5507.142815213694,1.0,1.0,0.43689610554497504,1.0
552,5513.1840524400595,1.0,1.0,0.0,1.0
553,5519.2319167956675,1.0,1.0,0.0,1.0
554,5525.286415550373,1.0,1.0,0.0,1.0
555,5531.34755598198,1.0,1.0,0.0,1.0
556,5537.415345376301,1.0,1.0,0.0,1.0
557,5543.489791027118,1.0,1.0,0.0,1.0
558,5549.570900236237,1.0,1.0,0.0,1.0
559,5555.658680313451,1.0,1.0,0.0,1.0
560,5561.753138576596,1.0,1.0,0.0,1.0
561,5567.854282351508,1.0,1.0,0.0,1.0
562,5573.962118972087,1.0,1.0,0.0,1.0
563,5580.076655780254,1.0,1.0,0.0,1.0
564,5586.197900126006,1.0,1.0,0.0,1.0
565,5592.32585936738,1.0,1.0,0.0,1.0
566,5598.460540870508,1.0,1.0,0.0,1.0
567,5604.601952009581,1.0,1.0,0.0,1.0
568,5610.750100166899,1.0,1.0,0.0,1.0
569,5616.90499273284,1.0,1.0,0.0,1.0
570,5623.06663710591,1.0,1.0,0.0,1.0
571,5629.235040692711,1.0,1.0,0.0,1.0
572,5635.4102109079895,1.0,1.0,0.0,1.0
573,5641.592155174606,1.0,1.0,0.0,1.0
574,5647.780880923584,1.0,1.0,0.0,1.0
575,5653.976395594078,1.0,1.0,0.0,1.0
576,5660.178706633425,1.0,1.0,0.0,1.0
577,5666.387821497106,1.0,1.0,0.0,1.0
578,5672.60374764881,1.0,1.0,0.0,1.0
579,5678.826492560385,1.0,1.0,0.0,1.0
580,5685.0560637119,1.0,1.0,0.0,1.0
581,5691.292468591607,1.0,1.0,0.0,1.0
582,5697.535714695995,1.0,1.0,0.0,1.0
583,5703.785809529753,1.0,1.0,0.0,1.0
584,5710.042760605828,1.0,1.0,0.02185221665548965,1.0
585,5716.306575445382,1.0,1.0,0.5203438719679478,1.0
586,5722.577261577853,1.0,1.0,1.0,1.0
587,5728.854826540916,1.0,1.0,1.0,1.0
588,5735.139277880536,1.0,1.0,1.0,1.0
589,5741.430623150932,1.0,1.0,1.0,1.0
590,5747.728869914636,1.0,1.0,1.0,1.0
591,5754.0340257424505,1.0,1.0,1.0,1.0
592,5760.3460982135075,1.0,1.0,1.0,1.0
593,5766.66509491523,1.0,1.0,1.0,1.0
594,5772.991023443385,1.0,1.0,1.0,1.0
595,5779.323891402052,1.0,1.0,1.0,1.0
596,5785.663706403673,1.0,1.0,1.0,1.0
597,5792.010476069019,1.0,1.0,1.0,1.0
598,5798.364208027244,1.0,1.0,1.0,1.0
599,5804.724909915845,1.0,1.0,1.0,1.0
600,5811.092589380725,1.0,1.0,1.0,1.0
601,5817.467254076148,1.0,1.0,1.0,1.0
602,5823.848911664798,1.0,1.0,1.0,1.0
603,5830.237569817742,1.0,1.0,0.502292159967803,1.0
604,5836.633236214488,1.0,1.0,0.0032784995420385155,1.0
605,5843.03591854294,1.0,1.0,0.0,1.0
606,5849.445624499462,1.0,1.0,0.0,1.0
607,5855.862361788837,1.0,1.0,0.0,1.0
608,5862.286138124323,1.0,1.0,0.0,1.0
609,5868.716961227623,1.0,1.0,0.0,1.0
610,5875.1548388289075,1.0,1.0,0.0,1.0
611,5881.599778666841,1.0,1.0,0.0,1.0
612,5888.0517884885785,1.0,1.0,0.0,1.0
613,5894.510876049758,1.0,1.0,0.0,1.0
614,5900.977049114528,1.0,1.0,0.0,1.0
615,5907.450315455565,1.0,1.0,0.0,1.0
616,5913.930682854073,1.0,1.0,0.0,1.0
617,5920.418159099778,1.0,1.0,0.0,1.0
618,5926.9127519909525,1.0,1.0,0.0,1.0
619,5933.414469334437,1.0,1.0,0.0,1.0
620,5939.923318945632,1.0,1.0,0.0,1.0
621,5946.439308648502,1.0,1.0,0.0,1.0
622,5952.962446275596,1.0,1.0,0.0,1.0
623,5959.492739668064,1.0,1.0,0.0,1.0
624,5966.030196675658,1.0,1.0,0.0,1.0
625,5972.57482515673,1.0,1.0,0.0,1.0
626,5979.126632978252,1.0,1.0,0.0,1.0
627,5985.685628015839,1.0,1.0,0.0,1.0
628,5992.251818153744,1.0,1.0,0.0,1.0
629,5998.825211284859,1.0,1.0,0.0,1.0
630,6005.40581531073,1.0,1.0,0.0,1.0
631,6011.993638141593,1.0,1.0,0.4624984735354099,1.0
632,6018.588687696336,1.0,1.0,0.9614735099150203,1.0
633,6025.190971902558,1.0,1.0,1.0,1.0
634,6031.80049869653,1.0,1.0,1.0,1.0
635,6038.417276023254,1.0,1.0,1.0,1.0
636,6045.041311836422,1.0,1.0,1.0,1.0
637,6051.672614098477,1.0,1.0,1.0,1.0
638,6058.3111907805705,1.0,1.0,1.0,1.0
639,6064.9570498626235,1.0,1.0,1.0,1.0
640,6071.610199333287,1.0,1.0,1.0,1.0
641,6078.270647189998,1.0,1.0,1.0,1.0
642,6084.938401438945,1.0,1.0,1.0,1.0
643,6091.613470095121,1.0,1.0,1.0,1.0
644,6098.295861182287,1.0,1.0,1.0,1.0
645,6104.985582733032,1.0,1.0,1.0,1.0
646,6111.682642788732,1.0,1.0,1.0,1.0
647,6118.387049399606,1.0,1.0,1.0,1.0
648,6125.098810624683,1.0,1.0,1.0,1.0
649,6131.817934531855,1.0,1.0,1.0,1.0
650,6138.544429197841,1.0,1.0,1.0,1.0
651,6145.278302708243,1.0,1.0,1.0,1.0
652,6152.019563157511,1.0,1.0,1.0,1.0
653,6158.768218648995,1.0,1.0,1.0,1.0
654,6165.524277294911,1.0,1.0,1.0,1.0
655,6172.287747216403,1.0,1.0,1.0,1.0
656,6179.058636543493,1.0,1.0,1.0,1.0
657,6185.83695341515,1.0,1.0,1.0,1.0
658,6192.622705979243,1.0,1.0,1.0,1.0
659,6199.415902392609,1.0,1.0,1.0,1.0
660,6206.216550821002,1.0,1.0,1.0,1.0
661,6213.024659439165,1.0,1.0,1.0,1.0
662,6219.840236430778,1.0,1.0,1.0,1.0
663,6226.663289988526,1.0,1.0,0.5777374654544193,1.0
664,6233.493828314056,1.0,1.0,0.07880656718049739,1.0
665,6240.331859618039,1.0,1.0,0.0,1.0
666,6247.177392120124,1.0,1.0,0.0,1.0
667,6254.030434049003,1.0,1.0,0.0,1.0
668,6260.8909936423715,1.0,1.0,0.0,1.0
669,6267.759079146986,1.0,1.0,0.0,1.0
670,6274.634698818623,1.0,1.0,0.0,1.0
671,6281.517860922143,1.0,1.0,0.0,1.0
672,6288.408573731445,1.0,1.0,0.0,1.0
673,6295.3068455295315,1.0,1.0,0.0,1.0
674,6302.212684608466,1.0,1.0,0.0,1.0
675,6309.1260992694315,1.0,1.0,0.0,1.0
676,6316.047097822695,1.0,1.0,0.0,1.0
677,6322.975688587662,1.0,1.0,0.0,1.0
678,6329.911879892841,1.0,1.0,0.0,1.0
679,6336.8556800759025,1.0,1.0,0.0,1.0
680,6343.807097483635,1.0,1.0,0.0,1.0
681,6350.766140472012,1.0,1.0,0.0,1.0
682,6357.732817406145,1.0,1.0,0.0,1.0
683,6364.7071366603495,1.0,1.0,0.0,1.0
684,6371.689106618102,1.0,1.0,0.0,1.0
685,6378.6787356721,1.0,1.0,0.0,1.0
686,6385.676032224221,1.0,1.0,0.0,1.0
687,6392.681004685587,1.0,1.0,0.0,1.0
688,6399.693661476528,1.0,1.0,0.0,1.0
689,6406.714011026608,1.0,1.0,0.0,1.0
690,6413.742061774654,1.0,1.0,0.0,1.0
691,6420.777822168749,1.0,1.0,0.0,1.0
692,6427.821300666228,1.0,1.0,0.0,1.0
693,6434.872505733709,1.0,1.0,0.0,1.0
694,6441.931445847106,1.0,1.0,0.0,1.0
695,6448.998129491634,1.0,1.0,0.0,1.0
696,6456.0725651618,1.0,1.0,0.0,1.0
697,6463.154761361432,1.0,1.0,0.0,1.0
698,6470.244726603699,1.0,1.0,0.0,1.0
699,6477.342469411108,1.0,1.0,0.0,1.0
700,6484.4479983155015,1.0,1.0,0.0,1.0
701,6491.561321858084,1.0,0.6255130202773629,0.0,1.0
702,6498.6824485894385,1.0,0.12663453093325905,0.0,1.0
703,6505.811387069532,1.0,0.0,0.0,1.0
704,6512.948145867706,1.0,0.0,0.0,1.0
705,6520.092733562704,1.0,0.0,0.0,1.0
706,6527.245158742698,1.0,0.0,0.0,1.0
707,6534.405430005256,1.0,0.0,0.0,1.0
708,6541.573555957403,1.0,0.0,0.0,1.0
709,6548.749545215581,1.0,0.0,0.0,1.0
710,6555.9334064057075,1.0,0.0,0.0,1.0
711,6563.12514816314,1.0,0.0,0.0,1.0
712,6570.324779132732,1.0,0.0,0.0,1.0
713,6577.532307968796,1.0,0.0,0.0,1.0
714,6584.747743335163,1.0,0.0,0.0,1.0
715,6591.971093905141,1.0,0.0,0.0,1.0
716,6599.202368361583,1.0,0.0,0.0,1.0
717,6606.441575396834,1.0,0.0,0.0,1.0
718,6613.688723712807,1.0,0.0,0.0,1.0
719,6620.94382202093,1.0,0.0,0.0,1.0
720,6628.206879042217,1.0,0.0,0.0,1.0
721,6635.477903507221,1.0,0.0,0.0,1.0
722,6642.756904156097,1.0,0.0,0.0,1.0
723,6650.043889738565,1.0,0.0,0.0,1.0
724,6657.3388690139645,1.0,0.0,0.0,1.0
725,6664.6418507512235,1.0,0.0,0.0,1.0
726,6671.952843728912,1.0,0.0,0.0,1.0
727,6679.271856735204,1.0,0.0,0.0,1.0
728,6686.5988985679405,1.0,0.0,0.0,1.0
729,6693.933978034587,1.0,0.0,0.0,1.0
730,6701.2771039522995,1.0,0.0,0.0,1.0
731,6708.628285147875,1.0,0.0,0.0,1.0
732,6715.987530457825,1.0,0.0,0.0,1.0
733,6723.354848728325,1.0,0.0,0.0,1.0
734,6730.730248815281,1.0,0.0,0.0,1.0
735,6738.113739584287,1.0,0.0,0.0,1.0
736,6745.505329910692,1.0,0.0,0.0,1.0
737,6752.905028679551,1.0,0.0,0.0,1.0
738,6760.312844785694,1.0,0.0,0.0,1.0
739,6767.728787133682,1.0,0.0,0.0,1.0
740,6775.15286463787,1.0,0.0,0.0,1.0
741,6782.585086222366,1.0,0.0,0.0,1.0
742,6790.0254608210935,1.0,0.0,0.0,1.0
743,6797.47399737775,1.0,0.0,0.0,1.0
744,6804.93070484587,1.0,0.0,0.0,1.0
745,6812.3955921887855,1.0,0.0,0.0,1.0
746,6819.868668379686,1.0,0.0,0.0,1.0
747,6827.349942401577,1.0,0.0,0.0,1.0
748,6834.839423247347,1.0,0.0,0.0,1.0
749,6842.337119919721,1.0,0.0,0.0,1.0
750,6849.843041431328,1.0,0.0,0.0,1.0
751,6857.357196804655,1.0,0.0,0.0,1.0
752,6864.879595072116,1.0,0.0,0.0,1.0
753,6872.410245276004,1.0,0.0,0.0,1.0
754,6879.94915646856,1.0,0.0,0.0,1.0
755,6887.4963377119275,1.0,0.0,0.0,1.0
756,6895.051798078217,1.0,0.0,0.0,1.0
757,6902.615546649465,1.0,0.0,0.0,1.0
758,6910.187592517698,1.0,0.0,0.0,1.0
759,6917.767944784889,1.0,0.0,0.0,1.0
760,6925.356612563023,1.0,0.0,0.0,1.0
761,6932.953604974053,1.0,0.0,0.0,1.0
762,6940.558931149966,1.0,0.0,0.0,1.0
763,6948.17260023274,1.0,0.0,0.0,1.0
764,6955.794621374406,1.0,0.0,0.0,1.0
765,6963.425003737013,1.0,0.0,0.0,1.0
766,6971.063756492684,1.0,0.0,0.0,1.0
767,6978.710888823582,1.0,0.0,0.0,1.0
768,6986.366409921944,1.0,0.0,0.0,1.0
769,6994.030328990107,1.0,0.0,0.0,1.0
770,7001.7026552405,1.0,0.0,0.0,1.0
771,7009.3833978956445,1.0,0.0,0.0,1.0
772,7017.072566188178,1.0,0.0,0.0,1.0
773,7024.770169360883,1.0,0.0,0.0,1.0
774,7032.476216666678,1.0,0.0,0.0,1.0
775,7040.1907173686195,1.0,0.0,0.0,1.0
776,7047.913680739925,1.0,0.0,0.0,1.0
777,7055.645116063998,1.0,0.0,0.0,1.0
778,7063.385032634427,1.0,0.0,0.0,1.0
779,7071.133439754981,1.0,0.0,0.0,1.0
780,7078.890346739633,1.0,0.0,0.0,1.0
781,7086.65576291259,1.0,0.0,0.0,1.0
782,7094.429697608287,1.0,0.0,0.0,1.0
783,7102.212160171383,1.0,0.0,0.0,1.0
784,7110.00315995679,1.0,0.0,0.0,1.0
785,7117.802706329702,1.0,0.0,0.0,1.0
786,7125.610808665559,1.0,0.0,0.0,1.0
787,7133.427476350113,1.0,0.0,0.0,1.0
788,7141.252718779384,1.0,0.0,0.0,1.0
789,7149.086545359729,1.0,0.0,0.0,1.0
790,7156.928965507793,1.0,0.0,0.0,1.0
791,7164.779988650581,1.0,0.0,0.0,1.0
792,7172.6396242254095,1.0,0.0,0.0,1.0
793,7180.507881679978,1.0,0.0,0.0,1.0
794,7188.384770472318,1.0,0.0,0.0,1.0
795,7196.270300070871,1.0,0.0,0.0,1.0
796,7204.164479954428,1.0,0.0,0.0,1.0
797,7212.067319612214,1.0,0.0,0.0,1.0
798,7219.978828543832,1.0,0.0,0.0,1.0
799,7227.899016259334,1.0,0.0,0.0,1.0
800,7235.827892279177,1.0,0.0,0.0,1.0
801,7243.765466134289,1.0,0.0,0.0,1.0
802,7251.711747366027,1.0,0.0,0.0,1.0
803,7259.666745526241,1.0,0.0,0.0,1.0
804,7267.630470177232,1.0,0.0,0.0,1.0
805,7275.602930891818,1.0,0.0,0.0,1.0
806,7283.58413725329,1.0,0.0,0.0,1.0
807,7291.574098855482,1.0,0.0,0.0,1.0
808,7299.57282530272,1.0,0.0,0.0,1.0
809,7307.580326209899,1.0,0.0,0.0,1.0
810,7315.596611202429,1.0,0.0,0.0,1.0
811,7323.621689916309,1.0,0.0,0.0,1.0
812,7331.655571998081,1.0,0.0,0.0,1.0
813,7339.6982671048945,1.0,0.0,0.0,1.0
814,7347.7497849044685,1.0,0.0,0.0,1.0
815,7355.810135075151,1.0,0.0,0.0,1.0
816,7363.879327305884,1.0,0.0,0.0,1.0
817,7371.957371296261,1.0,0.0,0.0,1.0
818,7380.04427675649,1.0,0.0,0.0,1.0
819,7388.140053407461,1.0,0.0,0.0,1.0
820,7396.244710980696,1.0,0.0,0.0,1.0
821,7404.358259218423,1.0,0.0,0.0,1.0
822,7412.480707873527,1.0,0.0,0.0,1.0
823,7420.612066709621,1.0,0.0,0.0,1.0
824,7428.752345501001,1.0,0.0,0.0,1.0
825,7436.901554032713,1.0,0.0,0.0,1.0
826,7445.059702100506,1.0,0.0,0.0,1.0
827,7453.226799510908,1.0,0.0,0.0,1.0
828,7461.402856081172,1.0,0.0,0.0,1.0
829,7469.5878816393515,1.0,0.0,0.0,1.0
830,7477.781886024251,1.0,0.0,0.0,1.0
831,7485.9848790854985,1.0,0.0,0.0,1.0
832,7494.196870683494,1.0,0.0,0.0,1.0
833,7502.417870689489,1.0,0.0,0.0,1.0
834,7510.647888985531,1.0,0.0,0.0,1.0
835,7518.886935464536,1.0,0.0,0.0,1.0
836,7527.135020030245,1.0,0.0,0.0,1.0
837,7535.392152597294,1.0,0.0,0.0,1.0
838,7543.658343091161,1.0,0.0,0.0,1.0
839,7551.933601448248,1.0,0.0,0.0,1.0
840,7560.217937615822,1.0,0.0,0.0,1.0
841,7568.511361552094,1.0,0.0,0.0,1.0
842,7576.813883226177,1.0,0.0,0.0,1.0
843,7585.125512618119,1.0,0.0,0.0,1.0
844,7593.4462597189295,1.0,0.0,0.0,1.0
845,7601.776134530582,1.0,0.0,0.0,1.0
846,7610.115147066004,1.0,0.0,0.0,1.0
847,7618.463307349107,1.0,0.0,0.0,1.0
848,7626.8206254148145,1.0,0.0,0.0,1.0
849,7635.187111309057,1.0,0.0,0.0,1.0
850,7643.562775088773,1.0,0.0,0.0,1.0
851,7651.9476268219305,1.0,0.0,0.0,1.0
852,7660.341676587557,1.0,0.0,0.0,1.0
853,7668.744934475738,1.0,0.0,0.0,1.0
854,7677.157410587611,1.0,0.0,0.0,1.0
855,7685.579115035395,1.0,0.0,0.0,1.0
856,7694.010057942418,1.0,0.0,0.0,1.0
857,7702.450249443112,1.0,0.0,0.0,1.0
858,7710.899699683011,1.0,0.0,0.0,1.0
859,7719.358418818779,1.0,0.0,0.0,1.0
860,7727.826417018245,1.0,0.0,0.0,1.0
861,7736.303704460358,1.0,0.0,0.0,1.0
862,7744.79029133527,1.0,0.0,0.0,1.0
863,7753.286187844275,1.0,0.0,0.0,1.0
864,7761.791404199892,1.0,0.0,0.0,1.0
865,7770.30595062581,1.0,0.0,0.0,1.0
866,7778.829837356964,1.0,0.0,0.0,1.0
867,7787.363074639487,1.0,0.0,0.0,1.0
868,7795.905672730783,1.0,0.0,0.0,1.0
869,7804.457641899476,1.0,0.0,0.0,1.0
870,7813.018992425485,1.0,0.0,0.0,1.0
871,7821.5897345999765,1.0,0.0,0.0,1.0
872,7830.169878725436,1.0,0.0,0.0,1.0
873,7838.759435115621,1.0,0.0,0.0,1.0
874,7847.358414095634,1.0,0.0,0.0,1.0
875,7855.966826001869,1.0,0.0,0.0,1.0
876,7864.584681182096,1.0,0.0,0.0,1.0
877,7873.2119899954005,1.0,0.0,0.0,1.0
878,7881.848762812265,1.0,0.0,0.0,1.0
879,7890.495010014516,1.0,0.0,0.0,1.0
880,7899.150741995403,1.0,0.0,0.0,1.0
881,7907.81596915954,1.0,0.0,0.0,1.0
882,7916.49070192299,1.0,0.0,0.0,1.0
883,7925.174950713212,1.0,0.0,0.0,1.0
884,7933.868725969129,1.0,0.0,0.0,1.0
885,7942.57203814109,1.0,0.0,0.0,1.0
886,7951.284897690938,1.0,0.0,0.0,1.0
887,7960.007315091959,1.0,0.0,0.0,1.0
888,7968.739300828961,1.0,0.0,0.0,1.0
889,7977.480865398221,1.0,0.0,0.0,1.0
890,7986.232019307563,1.0,0.0,0.0,1.0
891,7994.992773076307,1.0,0.0,0.0,1.0
892,8003.763137235341,1.0,0.0,0.0,0.0
893,8012.543122327076,1.0,0.0,0.0,0.0
894,8021.332738905521,1.0,0.0,0.0,0.0
895,8030.131997536227,1.0,0.0,0.0,0.0
896,8038.940908796369,1.0,0.0,0.0,0.0
897,8047.759483274693,1.0,0.0,0.0,0.0
898,8056.587731571593,1.0,0.0,0.0,0.0
899,8065.4256642990595,1.0,0.0,0.0,0.0
900,8074.273292080755,1.0,0.0,0.0,0.0
901,8083.130625551964,1.0,0.0,0.0,0.0
902,8091.997675359673,1.0,0.0,0.0,0.0
903,8100.87445216251,1.0,0.0,0.0,0.0
904,8109.7609666308335,1.0,0.0,0.0,0.0
905,8118.657229446671,1.0,0.0,0.0,0.0
906,8127.563251303803,1.0,0.0,0.0,0.0
907,8136.479042907705,1.0,0.0,0.0,0.0
908,8145.404614975632,1.0,0.0,0.0,0.0
909,8154.339978236562,1.0,0.0,0.0,0.0
910,8163.285143431276,1.0,0.0,0.0,0.0
911,8172.240121312302,1.0,0.0,0.0,0.0
912,8181.2049226439985,1.0,0.0,0.0,0.0
913,8190.179558202499,1.0,0.0,0.0,0.0
914,8199.16403877579,1.0,0.0,0.0,0.0
915,8208.158375163664,1.0,0.0,0.0,0.0
916,8217.162578177786,1.0,0.0,0.0,0.0
917,8226.176658641652,1.0,0.0,0.0,0.0
918,8235.200627390666,1.0,0.0,0.0,0.0
919,8244.234495272083,1.0,0.0,0.0,0.0
920,8253.278273145092,1.0,0.0,0.0,0.0
921,8262.331971880767,1.0,0.0,0.0,0.0
922,8271.395602362109,1.0,0.0,0.0,0.0
923,8280.469175484071,1.0,0.0,0.0,0.0
924,8289.552702153567,1.0,0.0,0.0,0.0
925,8298.646193289447,1.0,0.0,0.0,0.0
926,8307.749659822546,1.0,0.0,0.0,0.0
927,8316.863112695704,1.0,0.0,0.0,0.0
928,8325.986562863765,1.0,0.0,0.0,0.0
929,8335.120021293578,1.0,0.0,0.0,0.0
930,8344.263498964016,1.0,0.0,0.0,0.0
931,8353.417006866015,1.0,0.0,0.0,0.0
932,8362.580556002571,1.0,0.0,0.0,0.0
933,8371.754157388727,1.0,0.0,0.0,0.0
934,8380.937822051616,1.0,0.0,0.0,0.0
935,8390.131561030475,1.0,0.0,0.0,0.0
936,8399.335385376666,1.0,0.0,0.0,0.0
937,8408.549306153642,1.0,0.0,0.0,0.0
938,8417.773334436999,1.0,0.0,0.0,0.0
939,8427.00748131451,1.0,0.0,0.0,0.0
940,8436.251757886072,1.0,0.0,0.0,0.0
941,8445.5061752638,1.0,0.0,0.0,0.0
942,8454.770744571953,1.0,0.0,0.0,0.0
943,8464.045476947042,1.0,0.0,0.0,0.0
944,8473.330383537748,1.0,0.0,0.0,0.0
945,8482.625475505023,1.0,0.0,0.0,0.0
946,8491.930764022023,1.0,0.0,0.0,0.0
947,8501.246260274202,1.0,0.0,0.0,0.0
948,8510.571975459241,1.0,0.0,0.0,0.0
949,8519.90792078715,1.0,0.0,0.0,0.0
950,8529.254107480188,1.0,0.0,0.0,0.0
951,8538.610546772972,1.0,0.0,0.0,0.0
952,8547.977249912403,1.0,0.0,0.0,0.0
953,8557.354228157754,1.0,0.0,0.0,0.0
954,8566.741492780615,1.0,0.0,0.0,0.0
955,8576.139055064976,1.0,0.0,0.0,0.0
956,8585.546926307168,1.0,0.0,0.0,0.0
957,8594.965117815955,1.0,0.0,0.0,0.0
958,8604.393640912464,1.0,0.0,0.0,0.0
959,8613.832506930281,1.0,0.0,0.0,0.0
960,8623.281727215388,1.0,0.0,0.0,0.0
961,8632.74131312625,1.0,0.0,0.0,0.0
962,8642.211276033751,1.0,0.0,0.0,0.0
963,8651.691627321294,1.0,0.0,0.0,0.0
964,8661.182378384727,1.0,0.0,0.0,0.0
965,8670.683540632434,1.0,0.0,0.0,0.0
966,8680.195125485281,1.0,0.0,0.0,0.0
967,8689.7171443767,1.0,0.0,0.0,0.0
968,8699.249608752623,1.0,0.0,0.0,0.0
969,8708.79253007158,1.0,0.0,0.0,0.0
970,8718.345919804633,1.0,0.0,0.0,0.0
971,8727.909789435462,1.0,0.0,0.0,0.0
972,8737.484150460308,1.0,0.0,0.0,0.0
973,8747.069014388066,1.0,0.0,0.0,0.0
974,8756.664392740207,1.0,0.0,0.0,0.0
975,8766.270297050893,1.0,0.0,0.0,0.0
976,8775.886738866888,1.0,0.0,0.0,0.0
977,8785.513729747667,1.0,0.0,0.0,0.0
978,8795.151281265347,1.0,0.0,0.0,0.0
979,8804.799405004778,1.0,0.0,0.0,0.0
980,8814.45811256348,1.0,0.0,0.0,0.0
981,8824.12741555173,1.0,0.0,0.0,0.0
982,8833.807325592505,1.0,0.0,0.0,0.0
983,8843.497854321573,1.0,0.0,0.0,0.0
984,8853.199013387428,1.0,0.0,0.0,0.0
985,8862.910814451376,1.0,0.0,0.0,0.0
986,8872.633269187478,1.0,0.0,0.0,0.0
987,8882.366389282644,1.0,0.0,0.0,0.0
988,8892.110186436565,1.0,0.0,0.0,0.0
989,8901.864672361797,1.0,0.0,0.0,0.0
990,8911.629858783715,1.0,0.0,0.0,0.0
991,8921.405757440592,1.0,0.0,0.0,0.0
992,8931.19238008354,1.0,0.0,0.0,0.0
993,8940.989738476595,1.0,0.0,0.0,0.0
994,8950.79784439667,1.0,0.0,0.0,0.0
995,8960.616709633623,1.0,0.0,0.0,0.0
996,8970.446345990227,1.0,0.0,0.0,0.0
997,8980.286765282197,1.0,0.0,0.0,0.0
998,8990.13797933823,1.0,0.0,0.0,0.0
999,8999.999999999998,1.0,0.0,0.0,0.0
