Sparks,Fraction_Core_Ni56/IGE,Fraction_Core_Ni56/IGE_lower_limit,Fraction_Core_Ni56/IGE_upper_limit
10.0,0.8134429233668554,0.6507543386934844,0.9761315080402264
11.414141414141413,0.8121539741488681,0.6497231793190945,0.9745847689786418
12.828282828282829,0.810865024930881,0.6486920199447048,0.9730380299170571
14.242424242424242,0.8095760757128937,0.647660860570315,0.9714912908554724
15.656565656565657,0.8082871264949065,0.6466297011959252,0.9699445517938878
17.070707070707073,0.8069981772769192,0.6455985418215354,0.9683978127323031
18.484848484848484,0.805709228058932,0.6445673824471456,0.9668510736707183
19.8989898989899,0.8044202788409448,0.6435362230727559,0.9653043346091337
21.313131313131315,0.8031313296229575,0.642505063698366,0.963757595547549
22.727272727272727,0.8018423804049704,0.6414739043239763,0.9622108564859644
24.141414141414142,0.8005534311869831,0.6404427449495865,0.9606641174243796
25.555555555555557,0.7992644819689959,0.6394115855751967,0.9591173783627951
26.96969696969697,0.7979755327510086,0.6383804262008069,0.9575706393012103
28.383838383838384,0.7966865835330214,0.6373492668264171,0.9560239002396256
29.7979797979798,0.7953976343150342,0.6363181074520274,0.9544771611780409
31.21212121212121,0.7941086850970469,0.6352869480776375,0.9529304221164563
32.62626262626263,0.7928197358790597,0.6342557887032478,0.9513836830548716
34.04040404040404,0.7915307866610725,0.633224629328858,0.9498369439932869
35.45454545454545,0.7902418374430853,0.6321934699544682,0.9482902049317024
36.868686868686865,0.788952888225098,0.6311623105800784,0.9467434658701176
38.282828282828284,0.7876639390071107,0.6301311512056886,0.9451967268085328
39.696969696969695,0.7863749897891236,0.6290999918312989,0.9436499877469482
41.111111111111114,0.7850860405711363,0.628068832456909,0.9421032486853635
42.525252525252526,0.7837970913531491,0.6270376730825193,0.9405565096237789
43.93939393939394,0.7825081421351618,0.6260065137081295,0.9390097705621941
45.35353535353536,0.7812191929171746,0.6249753543337397,0.9374630315006094
46.76767676767677,0.7799302436991874,0.6239441949593499,0.9359162924390249
48.18181818181818,0.7786412944812001,0.6229130355849601,0.9343695533774401
49.5959595959596,0.777352345263213,0.6218818762105705,0.9328228143158555
51.01010101010101,0.7760633960452257,0.6208507168361805,0.9312760752542708
52.42424242424242,0.7747744468272385,0.6198195574617908,0.9297293361926862
53.83838383838384,0.7734854976092512,0.618788398087401,0.9281825971311014
55.25252525252525,0.7721965483912641,0.6177572387130112,0.9266358580695169
56.666666666666664,0.7709075991732768,0.6167260793386214,0.9250891190079321
58.08080808080808,0.7696186499552895,0.6156949199642316,0.9235423799463474
59.494949494949495,0.7683297007373023,0.614663760589842,0.9219956408847627
60.90909090909091,0.7670407515193151,0.613632601215452,0.9204489018231781
62.323232323232325,0.7657518023013279,0.6126014418410624,0.9189021627615934
63.73737373737374,0.7644628530833406,0.6115702824666726,0.9173554237000087
65.15151515151516,0.7631739038653533,0.6105391230922828,0.9158086846384239
66.56565656565657,0.7618849546473662,0.609507963717893,0.9142619455768394
67.97979797979798,0.7605960054293789,0.6084768043435032,0.9127152065152546
69.39393939393939,0.7593070562113917,0.6074456449691135,0.91116846745367
70.8080808080808,0.7580181069934044,0.6064144855947236,0.9096217283920853
72.22222222222223,0.7567291577754172,0.6053833262203338,0.9080749893305006
73.63636363636363,0.75544020855743,0.6043521668459441,0.9065282502689159
75.05050505050505,0.7541512593394427,0.6033210074715543,0.9049815112073312
76.46464646464646,0.7528623101214555,0.6022898480971645,0.9034347721457466
77.87878787878788,0.7515733609034683,0.6012586887227747,0.9018880330841619
79.29292929292929,0.7502844116854811,0.600227529348385,0.9003412940225772
80.70707070707071,0.7489954624674938,0.5991963699739951,0.8987945549609926
82.12121212121212,0.7477065132495067,0.5981652105996054,0.8972478158994079
83.53535353535354,0.7464175640315194,0.5971340512252156,0.8957010768378232
84.94949494949495,0.7451286148135321,0.5961028918508257,0.8941543377762385
86.36363636363636,0.7438396655955449,0.595071732476436,0.8926075987146539
87.77777777777777,0.7425507163775577,0.5940405731020462,0.8910608596530691
89.1919191919192,0.7412617671595705,0.5930094137276564,0.8895141205914846
90.60606060606061,0.7399728179415832,0.5919782543532666,0.8879673815298998
92.02020202020202,0.7386838687235959,0.5909470949788768,0.8864206424683151
93.43434343434343,0.7373949195056088,0.5899159356044871,0.8848739034067304
94.84848484848484,0.7361059702876215,0.5888847762300972,0.8833271643451458
96.26262626262626,0.7348170210696343,0.5878536168557075,0.8817804252835612
97.67676767676768,0.733528071851647,0.5868224574813177,0.8802336862219764
99.0909090909091,0.7322391226336599,0.5857912981069279,0.8786869471603919
100.5050505050505,0.7309501734156726,0.5847601387325381,0.8771402080988071
101.91919191919192,0.7296612241976854,0.5837289793581484,0.8755934690372225
103.33333333333333,0.7283722749796981,0.5826978199837586,0.8740467299756377
104.74747474747475,0.7270833257617109,0.5816666606093687,0.8724999909140531
106.16161616161617,0.7257943765437237,0.580635501234979,0.8709532518524684
107.57575757575758,0.7245054273257364,0.5796043418605892,0.8694065127908837
108.98989898989899,0.7232164781077492,0.5785731824861994,0.8678597737292991
110.4040404040404,0.721927528889762,0.5775420231118096,0.8663130346677144
111.81818181818181,0.7206385796717747,0.5765108637374198,0.8647662956061296
113.23232323232324,0.7193496304537875,0.5754797043630301,0.863219556544545
114.64646464646465,0.7180606812358002,0.5744485449886402,0.8616728174829603
116.06060606060606,0.7167717320178131,0.5734173856142505,0.8601260784213757
117.47474747474747,0.7154827827998258,0.5723862262398607,0.8585793393597909
118.88888888888889,0.7141938335818386,0.5713550668654709,0.8570326002982064
120.3030303030303,0.7129048843638514,0.5703239074910811,0.8554858612366216
121.71717171717172,0.7116159351458641,0.5692927481166913,0.8539391221750369
123.13131313131314,0.7103269859278769,0.5682615887423016,0.8523923831134522
124.54545454545455,0.7090380367098896,0.5672304293679117,0.8508456440518676
125.95959595959596,0.7077490874919025,0.566199269993522,0.8492989049902829
127.37373737373737,0.7064601382739152,0.5651681106191322,0.8477521659286982
128.78787878787878,0.705171189055928,0.5641369512447424,0.8462054268671136
130.2020202020202,0.7038822398379407,0.5631057918703526,0.8446586878055289
131.6161616161616,0.7025932906199535,0.5620746324959628,0.8431119487439441
133.03030303030303,0.7013043414019663,0.5610434731215731,0.8415652096823595
134.44444444444446,0.700015392183979,0.5600123137471832,0.8400184706207748
135.85858585858585,0.6987264429659918,0.5589811543727935,0.8384717315591902
137.27272727272725,0.6974374937480046,0.5579499949984037,0.8369249924976054
138.68686868686868,0.6961485445300174,0.5569188356240139,0.8353782534360209
140.1010101010101,0.6948595953120301,0.5558876762496241,0.8338315143744361
141.5151515151515,0.693570646094043,0.5548565168752344,0.8322847753128515
142.92929292929293,0.6922816968760557,0.5538253575008446,0.8307380362512667
144.34343434343435,0.6909927476580684,0.5527941981264547,0.8291912971896821
145.75757575757575,0.6897037984400812,0.551763038752065,0.8276445581280975
147.17171717171718,0.688414849222094,0.5507318793776752,0.8260978190665127
148.58585858585857,0.6871259000041068,0.5497007200032854,0.8245510800049282
150.0,0.6858369507861195,0.5486695606288956,0.8230043409433434
